datetime_utc,bz_gsm_nt,flow_speed_kms,sym_h_nt
2001-04-11 01:25:00,-2.47,520.5,-20
2001-04-11 01:30:00,-1.87,514.0,-19
2001-04-11 01:35:00,-2.17,515.0,-21
2001-04-11 01:40:00,-1.43,512.2,-21
2001-04-11 01:45:00,-1.11,513.5,-21
2001-04-11 01:50:00,-0.34,510.1,-20
2001-04-11 01:55:00,-0.18,509.0,-20
2001-04-11 02:00:00,-0.11,510.2,-20
2001-04-11 02:05:00,-0.12,509.6,-21
2001-04-11 02:10:00,0.23,508.5,-19
2001-04-11 02:15:00,-0.32,512.2,-17
2001-04-11 02:20:00,-0.34,513.4,-18
2001-04-11 02:25:00,-1.22,513.8,-17
2001-04-11 02:30:00,-0.85,511.1,-18
2001-04-11 02:35:00,-2.84,521.6,-18
2001-04-11 02:40:00,-2.53,523.6,-17
2001-04-11 02:45:00,-1.53,537.7,-16
2001-04-11 02:50:00,-1.21,560.2,-15
2001-04-11 02:55:00,-1.40,522.0,-14
2001-04-11 03:00:00,-2.12,516.5,-15
2001-04-11 03:05:00,-3.25,523.0,-15
2001-04-11 03:10:00,-1.74,527.2,-15
2001-04-11 03:15:00,0.30,516.2,-15
2001-04-11 03:20:00,1.40,519.8,-14
2001-04-11 03:25:00,1.68,525.2,-15
2001-04-11 03:30:00,1.64,530.2,-17
2001-04-11 03:35:00,1.01,524.8,-19
2001-04-11 03:40:00,1.43,531.1,-20
2001-04-11 03:45:00,0.65,521.0,-21
2001-04-11 03:50:00,-0.65,510.4,-22
2001-04-11 03:55:00,0.11,511.7,-22
2001-04-11 04:00:00,-0.25,504.2,-21
2001-04-11 04:05:00,-0.28,505.2,-20
2001-04-11 04:10:00,-0.15,506.4,-20
2001-04-11 04:15:00,0.02,508.1,-20
2001-04-11 04:20:00,-0.03,509.7,-20
2001-04-11 04:25:00,0.29,507.3,-20
2001-04-11 04:30:00,0.50,501.7,-20
2001-04-11 04:35:00,0.25,500.9,-20
2001-04-11 04:40:00,0.05,497.0,-20
2001-04-11 04:45:00,-0.29,500.4,-20
2001-04-11 04:50:00,-0.43,495.4,-19
2001-04-11 04:55:00,-0.88,495.9,-18
2001-04-11 05:00:00,-0.08,500.4,-18
2001-04-11 05:05:00,-0.67,504.0,-18
2001-04-11 05:10:00,-1.34,503.4,-17
2001-04-11 05:15:00,-1.40,500.1,-18
2001-04-11 05:20:00,-1.47,497.8,-18
2001-04-11 05:25:00,-0.49,498.2,-17
2001-04-11 05:30:00,-1.00,499.2,-17
2001-04-11 05:35:00,-1.60,505.7,-15
2001-04-11 05:40:00,-1.98,506.7,-15
2001-04-11 05:45:00,-1.67,505.0,-14
2001-04-11 05:50:00,-1.14,521.2,-12
2001-04-11 05:55:00,-1.46,538.6,-11
2001-04-11 06:00:00,-1.06,543.5,-10
2001-04-11 06:05:00,-0.79,,-10
2001-04-11 06:10:00,-0.73,546.7,-10
2001-04-11 06:15:00,0.54,543.8,-9
2001-04-11 06:20:00,0.04,559.3,-10
2001-04-11 06:25:00,-0.39,550.6,-11
2001-04-11 06:30:00,-0.25,544.4,-12
2001-04-11 06:35:00,0.49,559.2,-12
